nEntidades_competencia,nDesem_ult_semana,cero_cuotas,nPorcentaje_cero_cuotas_ope,nPorcentaje_sal_cero_cuo,Amonestacion,nAmonestacion_suspension,nvarsaldocapital,herencia,nporcentaje_Herencia,nOperaciones,nRatio_crec_deuda,Edad,nProductividad_dic,antiguedad,ingresoef,pregunta_1,pregunta_2,pregunta_3,pregunta_4,pregunta_5,pregunta_6,pregunta_7,pregunta_8,pregunta_9,pregunta_10,pregunta_11,pregunta_12,pregunta_13,pregunta_14,pregunta_15,pregunta_16,pregunta_17,pregunta_18,pregunta_19,pregunta_20,pregunta_21,pregunta_22,pregunta_23,pregunta_24,pregunta_25,pregunta_26,pregunta_27,pregunta_28,pregunta_29,pregunta_30,D__ASESOR COMERCIAL FUNCIONARIO,D__ASESOR COMERCIAL JUNIOR 1,D__ASESOR COMERCIAL JUNIOR 2,D__ASESOR COMERCIAL MASTER,D__ASESOR COMERCIAL SENIOR,D__Femenino,D__Masculino,D__Casado,D__Otros,D__Soltero,D__R,D__U,cluster
1,0.28431680091115696,0,0.0,0.0,0,0,-0.00948068030641407,1,0.10353734633543302,19,0.0,49,1,112,0,0.8323467935106726,0.06441265011575202,0.3865030669439299,0.9155060259150196,0.5853834468860455,0.7069814455406299,0.2598225858348906,0.4758639618895453,0.8134995245589213,0.0701439983097556,0.3115766476051508,0.9670387477939668,0.2574887256476822,0.7356705530540054,0.5050406348246659,0.7552172731995325,0.12756210992628705,0.7829117701808838,0.9422795512657909,0.6999250988478055,0.4314421741101957,0.06863297214814013,0.15431454304935455,0.09887097790806733,0.7580722266180319,0.678674091810604,0.6125533785141978,0.5312089097465373,0.010137483629833466,0.06378717205921047,0,1,0,0,0,1,0,0,0,1,0,1,-1
0,0.397763027220367,1,0.0038684864266259602,0.00011768557213233,0,0,0.008172034489809259,0,0.0,27,0.9128976025847291,33,1,76,0,0.4627625899160933,0.7309852770779092,0.5655217326765372,0.6225750609350041,0.6031395542516714,0.6793663116190171,0.0425348678645765,0.17608930063492656,0.09257238609990204,0.3308864208467903,0.8502449428213292,0.17054443733388092,0.2447992263180849,0.41069150167296575,0.1213156971683198,0.4417469566601979,0.8114068178733294,0.9957524839124889,0.8952623057640218,0.3935938168772485,0.26150278714810393,0.4092418360829946,0.6553998718481934,0.8170185111676918,0.9675101606274972,0.4630055942405145,0.10143597891734267,0.13757808673639282,0.1889043932013541,0.2658509611711023,0,0,0,1,0,1,0,1,0,0,0,1,0
6,0.49424764870243604,0,0.0,0.0,0,0,0.008871976700954659,1,0.283106426407915,21,0.939720025143884,44,0,119,0,0.9753513309828218,0.4488759291832599,0.645230116602324,0.514550149160673,0.5016299557975215,0.9065389269910156,0.9495372554809276,0.2508570706684465,0.0715210824166096,0.7034183665855102,0.6143121149731876,0.3210203965313928,0.2787059391266321,0.769088167068924,0.2814882080290103,0.6275005299017683,0.5102276023114842,0.7302913313064595,0.1267664703595568,0.4020830166327851,0.15453852056871087,0.8628107932349006,0.7580103144322472,0.9154165784219116,0.5255410054810994,0.455869178116693,0.4550374435630372,0.19537395184599535,0.6505108633498525,0.19594510043325475,0,0,0,1,0,1,0,1,0,0,0,1,-1
0,0.229230327299332,1,0.0,0.0,0,0,-0.0338840249662603,1,0.368709819339766,25,9.82368383061451,46,1,18,0,0.18236577608287866,0.3947572229631791,0.7389447759378814,0.4580811048420754,0.4294773702955171,0.10736894734968894,0.06815735930899569,0.2995955113042157,0.08109136721962629,0.3359814421477262,0.9596034140420568,0.07196446643578525,0.3527045755248214,0.1429961314219671,0.07328424840784843,0.9186134410900468,0.05861356258524175,0.8510350672703704,0.020268124506975568,0.3282321964345113,0.10674551528465503,0.017469581101461684,0.0358297580985768,0.9806671307357732,0.3915857200486493,0.4881984769086073,0.16579234175169888,0.8419989804717666,0.000465203306240225,0.42400331182321815,0,0,0,1,0,1,0,0,0,1,0,1,-1
0,0.40804552590266896,1,0.00211864406779661,0.000721021528304054,0,0,0.0189817502772328,1,0.490331405699358,24,1.47623850439875,38,1,106,0,0.495957977883726,0.6794638765022653,0.33951042590764524,0.13045262985344075,0.09590420473514992,0.4907378737772884,0.9867811835552764,0.1901497484063076,0.9615296664483256,0.6144609115759277,0.3746819000081786,0.6712565127231881,0.15593627995109385,0.3388471041604968,0.14874247077744962,0.0570395577173316,0.021113445213097104,0.3764978453933909,0.9511021955442316,0.10780445507706428,0.9046378507954552,0.06954409508514903,0.8566826014211779,0.7700842839485889,0.08610316026016163,0.2735618836795396,0.8052765483982067,0.4254268260814772,0.09662772741321624,0.19350014317596145,0,0,0,1,0,1,0,0,0,1,0,1,0
4,0.263153835682059,1,0.0,0.0,0,0,0.0227768375406373,1,0.25397135660418,25,0.829284878785058,32,1,11,0,0.2229383156427797,0.1295179117328339,0.1552413709885626,0.2033868512050048,0.3912195813803349,0.027577749651198302,0.39284549376123945,0.5884584794589964,0.979019182584095,0.17150224212951515,0.3370088233171119,0.6528335953564468,0.3633089228410211,0.8004806846414451,0.8082182349206585,0.8845259170480985,0.2567628258229313,0.08354240471625217,0.07822298131125871,0.4949800583259522,0.07670749768236773,0.8730537035240219,0.8951527387367235,0.2048002457430144,0.5491914442900623,0.6306987273716324,0.8091958572252309,0.3620318443591213,0.08158547998197263,0.38868247903455533,0,0,0,0,1,0,1,0,0,1,0,1,0
1,0.432292685381395,1,0.0071048181519901095,0.00329026972631721,0,0,0.0183726645361463,1,0.0055070166469656295,42,0.450755432836286,36,1,42,0,0.9528321675309821,0.05389956694936937,0.5708326246044628,0.6029006475122672,0.6064846241525267,0.4918916434906606,0.3307642450163826,0.4831765074470884,0.498834416303373,0.21999029819061067,0.945758830661096,0.8339796582360022,0.04011757296185381,0.1547193749363942,0.7476491229975506,0.20442066090140956,0.8020125028974998,0.7500448086510889,0.3363624913371537,0.5931545667590762,0.8378840142356146,0.7628582988926255,0.8701508436255591,0.3769781781383482,0.3923644993241856,0.6202533072430684,0.09004758781449629,0.36460900191437895,0.3381944698546933,0.13378660171911627,0,0,0,1,0,1,0,1,0,0,1,0,-1
6,0.26133789376460703,0,0.0,0.0,0,1,0.0178065562544555,1,0.0067492624590938894,24,0.9151027990444459,39,1,45,0,0.8503731530403771,0.07878402309749821,0.2871983080651723,0.1661156832090005,0.7963906638785941,0.28319179248078064,0.6218752181329709,0.8111381930811575,0.11982049633112812,0.18286836718821287,0.8712941529765876,0.4667201693440407,0.011308265167826792,0.5339318885297182,0.8238525594108339,0.6477822565106275,0.06519219749302207,0.3919102671790492,0.9306361505991002,0.40895491001746986,0.2378033898822919,0.6648901692790371,0.8620851435487146,0.9732211729317276,0.9817035218040938,0.5332664517927627,0.8551259184094596,0.919478703036682,0.055282564166239216,0.4272059922065172,0,0,0,1,0,0,1,0,0,1,0,1,0
0,0.451979504439841,1,0.0,0.0,0,0,0.0120062103710169,1,0.000632041218844583,26,0.9235254087981659,48,1,100,0,0.8445707971521731,0.5268417828321471,0.2792348577008491,0.19793364431342453,0.4296953910968752,0.4335381334423792,0.32574753326733785,0.2551782826683359,0.6253982153067167,0.09169919877140932,0.9474757918418846,0.5165352045573122,0.042891650636703416,0.2449729824778137,0.3466463716711116,0.5218994176850857,0.5184448589366354,0.05415515682198657,0.5515704279464319,0.16128965310153598,0.8434812726825822,0.3132463679733083,0.6032088295839928,0.5277016716225122,0.5098939036606283,0.5736277794842534,0.4824449032367588,0.2305706848830599,0.4208086716547049,0.06639774849510405,0,0,0,0,1,1,0,0,0,1,0,1,-1
1,0.400980542512167,1,0.00353374539551726,0.000601694989740097,0,0,0.0253028599597996,1,0.493101885756725,35,0.609302126478508,42,1,104,0,0.8492075909010562,0.4721463937075953,0.3608956543423161,0.9227757248356993,0.8785824647180628,0.14128166393216468,0.8615283794234295,0.11964169415253822,0.4715763107317373,0.6205433778959373,0.8156260033625431,0.07796332777495774,0.8798359480975473,0.8449017219796975,0.570190839002818,0.5275192687046063,0.5598503886137721,0.7363639635350621,0.022541056070817692,0.5896163569317979,0.6489575816622524,0.24032789369234464,0.5547193298740207,0.2907288715984183,0.4327556683348329,0.468955132752887,0.058465392812123713,0.3514898960507348,0.25280425276221496,0.4911078384123869,0,0,0,0,1,1,0,0,0,1,1,0,-1
1,0.299389975133274,1,0.0,0.0,0,1,0.0238386913906216,1,0.0797418090733809,22,0.9685131962202321,49,1,98,0,0.7635523198148007,0.5321828514226821,0.5208084911485211,0.8645521500989867,0.5686075193948166,0.38556005918166536,0.0725911380243025,0.9119179564275931,0.8853611757746106,0.5859823905587553,0.9367311787347128,0.4532471825454722,0.5365294915231158,0.5495188539549573,0.4487435790985276,0.26299363806042264,0.6590524550843352,0.9904935734768834,0.2965289001643091,0.5625315760672551,0.8780174746894714,0.4283485025297127,0.4702501696955331,0.7853822359813861,0.11025160971656513,0.5209038754515445,0.13420766543894902,0.3782330325446567,0.16480010975679216,0.8264311362597063,0,0,1,0,0,0,1,1,0,0,0,1,-1
1,0.40217225120395705,1,0.0203043110735418,0.0131733805037123,0,1,-0.041920849554395,1,0.155351987511029,17,1.78888256439378,39,1,109,0,0.8664784164591717,0.058607982377019814,0.7687702671120616,0.8005095883935005,0.3988941220460491,0.8727317762041912,0.8260493010427075,0.8411280307198217,0.9454954148744652,0.226109275131658,0.9593464758628312,0.6835223139630044,0.036432740555801264,0.33747130203254616,0.7723020680670721,0.0203628539818026,0.3724795774752084,0.13015093798896238,0.7238035893766115,0.5447546974689533,0.927566718858162,0.8096276372324142,0.21563256611064952,0.7449490917438125,0.3501139225492832,0.6403716367135955,0.9757290841834476,0.5490406090673419,0.6336150011472479,0.22069502820224166,0,0,1,0,0,0,1,1,0,0,0,1,-1
6,0.42170708369310705,0,0.0,0.0,0,0,-0.0601668307892553,1,0.24848205630165598,29,0.0,32,1,97,0,0.7600377617481193,0.8310117564615461,0.5861220146412868,0.09298567229316368,0.8063994424733728,0.27215509058333964,0.7770605030124252,0.27968365791263616,0.4367052823016897,0.062393612082504164,0.4973776375488359,0.6232758352576219,0.8442974260089903,0.6521115837176322,0.2285369417740254,0.7718934771570546,0.5984904841246687,0.4539665255388987,0.06218279571116625,0.6115516416844059,0.2161265090248794,0.4099517549124351,0.7712690957336629,0.8728566983042977,0.6608649079401001,0.7225266565431402,0.12579614476813805,0.5714920619682635,0.10598692119527864,0.8006327382445739,0,0,0,1,0,1,0,0,0,1,0,1,0
2,0.26862607147472306,0,0.0,0.0,0,0,0.0122714916595982,1,0.0572057700028138,23,1.2274884305753502,40,1,100,0,0.33402121080720715,0.13822139191927052,0.9941747312581376,0.7313269103743641,0.9687650854226691,0.36578088444836576,0.7978773255551763,0.6406421258511714,0.5454995310350931,0.4481034261043328,0.526169623823354,0.6588901258058256,0.32047958247772623,0.5741402612715795,0.9652206778903584,0.8713980398202528,0.4788320252267417,0.3114325804941863,0.4838029908661119,0.5824536222499601,0.6012836646655714,0.08746990025882473,0.3185188918643276,0.2273517709684959,0.09583909612915376,0.8360672234639932,0.2712413376176347,0.5968831392959558,0.9047802535601968,0.6184740345082275,0,0,1,0,0,1,0,0,0,1,0,1,0
4,0.37169121985115106,1,0.0,0.0,0,0,-0.0918483744661856,1,0.33127931532466,17,1.22387968087213,36,0,95,0,0.9579492606322192,0.8503163630841631,0.6438633568392897,0.4051881183729696,0.6119464142292094,0.08086944326760838,0.7205858615142572,0.2834378999608569,0.26669229905159764,0.9284786777640692,0.5333117053020195,0.44182194458053,0.9780254676095514,0.3141925864967804,0.03214283119166639,0.9196765388224116,0.7536571220805874,0.7247086832616243,0.9647780316078012,0.4837281441266279,0.7199935665553049,0.8985527246618549,0.7109637077450551,0.04136661032108524,0.9316223094005732,0.8696339889118436,0.3789871770348947,0.6973190502199678,0.8257153225370883,0.10799606368306024,0,0,0,1,0,1,0,0,0,1,0,1,0
3,0.325798665543363,0,0.0,0.0,0,0,0.0609993330666918,1,0.62612373212918,21,0.988118994193316,35,0,102,0,0.3837189100616695,0.5903459363690828,0.18742234434671007,0.1877180698332307,0.9388729276318964,0.6298024498550938,0.5670706269113679,0.9484227808405862,0.3139993845418526,0.9113895090151922,0.20874341914088868,0.6174164723120572,0.6129015868831659,0.2900747265728529,0.6772689179203513,0.4805884095272312,0.1607404419633529,0.1286650460511729,0.23463118798463375,0.26949475706382764,0.0030296498478996625,0.7138856601652712,0.02872262863269748,0.9601344028200746,0.15845665775241502,0.3453914830516951,0.3462581701866002,0.5968504451269689,0.5425975975565037,0.3931240014551543,1,0,0,0,0,1,0,0,0,1,0,1,0
3,0.48188039226959295,0,0.0,0.0,0,0,-0.0100967558184204,1,0.0803915606961309,21,0.618787124414375,33,1,98,0,0.4918222310985781,0.7862616149630125,0.013023655676054345,0.2984721078310309,0.18253997979333605,0.20333275701855646,0.14499271746168818,0.11941076266715588,0.3680404926080193,0.005994618005524588,0.9998139530866874,0.22802782615593145,0.4338846082933144,0.648523161437982,0.6554063195114403,0.026709544776641114,0.8581075428564496,0.8995833501276982,0.8532812661094563,0.8686767321772749,0.4141943614727863,0.993298479049353,0.38950791806908347,0.8914619342541259,0.08208509453563106,0.04216154655160853,0.5499797300905084,0.6396055925193289,0.4124833769466264,0.7859266922756403,0,0,0,0,1,0,1,0,0,1,0,1,0
0,0.402760786232771,0,0.0,0.0,0,0,0.00653080108889881,1,0.00837827508503165,27,0.799792817418482,47,1,30,0,0.06624596736168875,0.6954546454625984,0.00023838747791371517,0.8551484265443959,0.42390499502329504,0.3189566950921102,0.8961777088773358,0.2236648328066936,0.42703632606090736,0.8428250323640042,0.15321466994162106,0.8336723580836946,0.5453376622808429,0.707006874648501,0.08668999179052939,0.4704213545582793,0.8586607427559398,0.7706469992007632,0.3116411969661482,0.7532791278348513,0.9767567624576512,0.3455632286947623,0.2078826103916569,0.0564621349682829,0.6074121042318764,0.1756134674022175,0.3296141972282617,0.19377189677458814,0.6805508815073008,0.15642641484901754,0,0,0,1,0,0,1,1,0,0,0,1,-1
3,0.4579283467155,0,0.0,0.0,1,1,0.0568359383917945,1,0.0323032453936031,27,0.9238926837703849,35,1,116,0,0.8265097237060752,0.8243710733735646,0.5141919014513593,0.8309462505158389,0.19028891594767394,0.2877607068068456,0.8689864554427191,0.800964003108185,0.4914186750673039,0.5171266045544272,0.476963959317169,0.6682731652768727,0.02007285071707443,0.3877997877267159,0.9858602996920912,0.3849086817178989,0.740721050016235,0.03594264219666698,0.027195331463893524,0.023860430731046708,0.9790244025518096,0.19925279297289766,0.9552835552565792,0.7916824693079071,0.4994887500605184,0.5173619318370588,0.593139557407309,0.17020240590385727,0.3057352984691388,0.6620721268939155,0,0,1,0,0,1,0,0,0,1,0,1,1
4,0.224418102225587,1,0.0027587519025875197,0.000995392783848408,0,1,0.0195602432913178,1,0.0048442935915089,50,0.9288134198555,38,1,93,0,0.40229560723182256,0.5065040933380324,0.2960215118631142,0.5867332919943192,0.9298570038815654,0.488919345938233,0.22287219028461455,0.5326402903706204,0.6596706527568843,0.5218816001234924,0.9501145964339764,0.9665302128878716,0.9864034837245584,0.7116137019873892,0.619634605584459,0.6231700970207019,0.4562569167514496,0.4542721441527153,0.5661370810995342,0.4898178717616712,0.0543158579831623,0.6355029889125329,0.9457943845894784,0.01723439893425549,0.21826989128498556,0.1722151951578399,0.20557038939920516,0.2932506521597633,0.5505062646570533,0.04032839235078156,1,0,0,0,0,0,1,0,1,0,0,1,-1
4,0.249387201606718,1,0.00295881297325688,0.00185780740186295,0,0,0.0236214026426941,1,0.060858958456314,29,1.0683733288801802,36,1,119,0,0.03708661936414759,0.9089359413613424,0.4950704810352529,0.35472140614180003,0.11399875728534906,0.4708066804085509,0.6659094792435301,0.512540498118605,0.7055420502004162,0.09670637268816727,0.992703628766673,0.8533075236646981,0.4832562215247858,0.8711138338436012,0.2261112922454073,0.17992811342281334,0.06030742502988162,0.2916397684732943,0.9624194203604944,0.3662759807462757,0.2069216503621023,0.1416668925959268,0.8701576793153194,0.5516132673841623,0.028126107912234462,0.1480674437066215,0.5817901418932371,0.4442811670812311,0.7889876594554782,0.2256832392193137,1,0,0,0,0,0,1,0,1,0,0,1,1
1,0.3977621600236911,1,0.0,0.0,0,0,0.00529244260290467,1,0.00757340222116533,26,0.9752221953102259,34,1,92,0,0.3377483344769675,0.7718225659569582,0.11825367631948035,0.7241205862680532,0.6747597097733348,0.04552051455961115,0.26359177257153266,0.7544427009585785,0.25676432105515257,0.2380281405811371,0.6908657661285282,0.8506511408227422,0.6817864017502926,0.09030952813824612,0.7789720140874928,0.9056797634319952,0.025890924532347315,0.9570619250196754,0.4589359697648736,0.8124371367751669,0.04045834710791618,0.5550325952494641,0.19537680147627806,0.7806233261808426,0.09513371218480626,0.8761822383472373,0.4851552217314715,0.9800391274417012,0.5241326965232613,0.09761004824166986,1,0,0,0,0,0,1,0,0,1,0,1,0
2,0.299770136573825,1,0.0116807698689232,0.0165411650942171,1,1,0.0242046689870322,1,0.313907680174487,28,0.8952875366235401,39,1,88,0,0.5668448194405843,0.34583828195745314,0.8695933149385967,0.18965610398386976,0.9403631278771036,0.4879188807548678,0.7630736069909854,0.6423935892620529,0.2968427423461352,0.6752996304433432,0.817888108184596,0.3885262008107507,0.06454507932372701,0.15534557249962333,0.014168477433971429,0.4539937090454521,0.6824546580246084,0.9732695092140208,0.334428517004849,0.22021159335388774,0.06077831660176504,0.6857413296328172,0.17760124911270292,0.09112532466956612,0.9937176904267371,0.3360584904186692,0.8336586164242497,0.7673647083328018,0.2527335228062444,0.8335172262698809,1,0,0,0,0,0,1,0,0,1,1,0,0
0,0.39144690531298804,0,0.0,0.0,0,0,0.0133949475476324,1,0.0285566893151532,20,0.891371500952557,34,1,87,0,0.4991094061715555,0.01906077044155785,0.4479936028110085,0.8554528759545138,0.7610897191533148,0.7420268352269617,0.15780478766186634,0.9156909410352558,0.13202685425141247,0.5828882474109168,0.795262841938756,0.2960388371184789,0.13879540124695933,0.6824603086602375,0.8946610826706576,0.5800964016180136,0.8170383026570172,0.33217034305446713,0.12075958290810508,0.4811326193198542,0.5821503924829302,0.21786002531454707,0.11942133244508525,0.2974856645630517,0.8731029132987046,0.8555601141466578,0.9962538676058152,0.05065404603756518,0.908525690930462,0.023864285794974682,1,0,0,0,0,0,1,0,0,1,0,1,0
2,0.243810916179337,0,0.0,0.0,0,0,0.0118063381969929,1,0.040860614160976,20,0.9484671354195741,38,1,95,0,0.5263108672172596,0.4298467908301464,0.9785923100702956,0.6491010986057925,0.0027127020045280004,0.29650910083269355,0.06811419836656529,0.5001717723289346,0.7818829672661217,0.33744556780643986,0.6348482947932033,0.18707606165808452,0.5757850783533061,0.4772531200679857,0.8968419342429748,0.4758546579957556,0.5629887276929479,0.16736723286779231,0.2868785656746178,0.6709880731800364,0.4858929224903165,0.7936255992034882,0.2527100257332747,0.2606462821901181,0.5165897384322449,0.30129271782673306,0.95704201825807,0.3946631176528401,0.034164885431704935,0.3441244992014689,0,0,1,0,0,0,1,0,0,1,0,1,0
